BRIDGE NAME,EASTING,NORTHING,OWNER
WHITEHALL,312451,113907,Devon County Council
WHITEHALL MILL LEAT,312374,113953,Unknown
WIDHAYES FARM,300420,114545,Devon County Council
WILLAND,304094,110295,Devon County Council
WILLAND MINOR,304074,110307,Devon County Council
WOOD,304902,108521,Devon County Council
WOODFORD,297440,124252,Devon County Council
AILSA,297353,112708,Devon County Council
ASHCULM,314737,114896,Devon County Council
AYSHFORD CANAL,304763,115139,Devon County Council
BICKLEIGH MILL ARCHES,293830,107480,Devon County Council
BICKLEIGH MILL LEAT,293840,107471,Devon County Council
BICKLEIGH MILL STREAM,293879,107430,Devon County Council
BODMISCOMBE,310717,109878,Devon County Council
BOLHAM,316862,111915,Devon County Council
BRIDGE HOUSE,315979,114084,Devon County Council
BRIMLEY ROAD,317125,114108,Devon County Council
BUCKLAND CANAL,303418,114544,Devon County Council
DURLEYMOOR,305339,117590,Devon County Council
CHANGE PATH (CROWN HILL),299736,112736,Devon County Council
CHETTISCOMBE,296648,114750,Devon County Council
CHIEFLOWMAN,300775,115652,Devon County Council
CHIEFLOWMAN FLOOD,300759,115649,Devon County Council
COVE HOUSE,295851,119809,Devon County Council
CRAZE LOWMAN,298544,114097,Devon County Council
CRAZE LOWMAN RELEIF,298589,114045,Devon County Council
CRAZE LOWMAN STREAM,298488,114165,Devon County Council
DORWEEKE,295280,106918,Devon County Council
FLASHFORD,314653,113887,Devon County Council
FLASHFORD RELIEF,314655,113853,Devon County Council
GARLANDHAYES,301807,103238,Devon County Council
GRAYS,314761,114249,Devon County Council
GREENWAY CANAL,300794,113229,Devon County Council
HALFPENNY,295242,120527,Devon County Council
HARTSMOOR,317788,111862,Devon County Council
HIGHER WEAVER NO 2,305065,104708,Devon County Council
HOWDEN ROAD CULVERT,294902,112089,Devon County Council
INGRAMS BRIDGE,290456,115861,Devon County Council
IRON MILL,291741,120831,Devon County Council
LANE END FARM,309704,117006,Devon County Council
LEIGH BARTON BRIDGE,290859,114876,Devon County Council
LITTLE SILVER,295460,112109,Devon County Council
LURLEY BRIDGE,292316,114592,Devon County Council
MANLEY CANAL,298659,112152,Devon County Council
MOORSTONE,300997,109436,Devon County Council
NORTH COOMBE BRIDGE,288653,115641,Devon County Council
OAKFORD,292011,121927,Devon County Council
OAKFORD MILL LEAT,291926,121915,Devon County Council
OAKFORD MILL RELIEF,291967,121891,Devon County Council
SCHOOL,316572,114335,Devon County Council
STAGG MILL,300864,116406,Devon County Council
SUTTON,301298,109057,Devon County Council
TANHOUSE FARM,314749,114609,Devon County Council
TEMPLETON MINOR BRIDGE,287805,114420,Devon County Council
TIDCOMBE CANAL,297350,112214,Devon County Council
TIDCOMBE RAILWAY,297351,112602,Devon County Council
WATERHOUSE,300762,123702,Devon County Council
WESTHAYES,306559,108298,Devon County Council
WIDHAYES CULVERT,300684,114942,Devon County Council
WILLIAM AUTHERS FOOTBRIDGE,296978,112343,Devon County Council
WOOD FARM,301828,116275,Devon County Council
YEO FARM,302825,112493,Devon County Council
BLACKWATER COTTAGE,310889,113800,Devon County Council
BURN (SUSPENSION),294277,105449,Devon County Council
BURROW HILL,314568,111805,Devon County Council
FORD,308227,113544,Devon County Council
LANDS MILL,300292,115078,Devon County Council
LOWER WESTOWN,312160,113765,Devon County Council
RATSASH LANE,308176,113460,Devon County Council
UFFCULME,307122,112775,Devon County Council
WOODHAYNE BARTON FB,309559,113687,Devon County Council
SWIMBRIDGE,262001,130000,Devon County Council
NEWLAND,259907,130988,Devon County Council
NEWPORT ROAD RAILWAY BRIDGE,256893,132123,Devon County Council
CONEY GUT,256300,132594,Devon County Council
BARNSTAPLE LONG,255788,132931,Devon County Council
MUDDLEBRIDGE,252227,132493,Devon County Council
MUDDLEBRIDGE CULVERT (1),252214,132486,Devon County Council
MUDDLEBRIDGE CULVERT (2),251964,132411,Devon County Council
FREMINGTON,251309,132451,Devon County Council
LOWER YELLAND,249315,132153,Devon County Council
PILTON CAUSEWAY BRIDGE,255723,133560,Devon County Council
PILTON (NORTH ROAD),255746,133797,Devon County Council
BROCKHAM BRIDGE,260342,140827,Devon County Council
WINFORD,261213,141398,Devon County Council
BROOMHILL,261792,142275,Devon County Council
PARRACOMBE BIG BANK CULVERT,267439,144083,Devon County Council
BARBROOK BRIDGE,271474,147650,Devon County Council
MYTLEBERRY CULVERT,273224,148772,Devon County Council
LYNDALE,272398,149463,Devon County Council
FOXHUNTERS CATTLE CREEP,250266,141266,Devon County Council
WINSHAM DOWN BRIDGE,249614,140035,Devon County Council
STEPPINGSTONE CROSS,249278,138917,Devon County Council
BUCKLAND BRIDGE,248771,137515,Devon County Council
BUTTS CULVERT,248796,136983,Devon County Council
BUTTS BRIDGE,248802,136950,Devon County Council
HEANTON BRIDGE,249205,135667,Devon County Council
WHITES BRIDGE (NORTH SIDE),254562,134080,Devon County Council
WHITES BRIDGE (SOUTH SIDE),254556,134067,Devon County Council
ROLLE STREET BRIDGE,255648,133535,Devon County Council
BISHOPS TAWTON BRIDGE,256572,130214,Devon County Council
FORDGATE CULVERT,256922,129047,Devon County Council
NEWBRIDGE,256986,128289,Devon County Council
NEWBRIDGE CAUSEWAY,256859,128247,Devon County Council
LANGHAM LAKE BRIDGE,257964,126104,Devon County Council
HELE BRIDGE,253525,147633,Devon County Council
BERRYNARBOR,255879,147510,Devon County Council
SEASIDE COMBE MARTIN,257746,147190,Devon County Council
ROSEA BRIDGE,257880,147127,Devon County Council
LONDON INN CULVERT,259409,145804,Devon County Council
HILLSFORD,274071,147763,Devon County Council
DRY BRIDGE BRENDON,275966,145483,Devon County Council
MILL LEAT,261814,143185,Devon County Council
MILLTOWN BRIDGE,255468,138891,Devon County Council
MUDDIFORD BRIDGE,256395,138224,Devon County Council
BLATCHFORD BRIDGE,256664,135815,Devon County Council
CAEN BRIDGE,248625,136607,Devon County Council
CROYDE,244459,139176,Devon County Council
MANOR HOUSE,244771,139194,Devon County Council
CAMPSCOTT RAILWAY,249245,144583,Devon County Council
COLLY,251316,146039,Devon County Council
BARTRIDGE,252643,126527,Devon County Council
BELLADOWN,252784,127699,Devon County Council
STONEYLAND,253360,129427,Devon County Council
INSTOW RAILWAY,247453,130931,Devon County Council
WEST LYN (PROSPECT),272358,149409,Devon County Council
CLEAVE,246949,143842,Devon County Council
MORTEHOE RAILWAY,248427,143982,Devon County Council
WHITEFIELD,267422,141623,Devon County Council
CHALLACOMBE,269275,141062,Devon County Council
BLACKPOOL,260840,137425,Devon County Council
BLACKPOOL WOOD,260894,137269,Devon County Council
LEEFORD LEAT,276966,148263,Devon County Council
BOODE,249830,137553,Devon County Council
BRADAVIN,247751,128052,Devon County Council
BRADIFORD RIVER,255053,134294,Devon County Council
BRADWELL,249916,142799,Devon County Council
CHALLACOMBE VILLAGE,269154,140719,Devon County Council
CHELFHAM,260871,135649,Devon County Council
CHURCH STREET COMBE MARTIN,258671,146286,Devon County Council
CLIFTON,260011,141290,Devon County Council
FISHERTON,257354,127968,Devon County Council
FOUR CROSS WAY CATTLE CREEP,266269,138482,Devon County Council
LEWORTHY CROSS CATTLE CREEP,266420,138536,Devon County Council
HAKEFORD,261300,135498,Devon County Council
HECCATON,255198,126536,Devon County Council
HERNER,258468,126765,Devon County Council
FORD (KENTISBURY),261796,142661,Devon County Council
HOLYWELL,255290,129776,Devon County Council
KIPSCOMBE,267306,139549,Devon County Council
KNOWLWATER,252068,136193,Devon County Council
KNOWLWATER STREAM,249638,128347,Devon County Council
LAKE,255460,131629,Devon County Council
LEE,247984,146497,Devon County Council
LEEFORD (BLACKSMITH),276964,148288,Devon County Council
LEEHAM FORD,267739,139944,Devon County Council
LEWORTHY,267677,137996,Devon County Council
LEWORTHY CROSS EAST C.C.,266610,138673,Devon County Council
LOXHORE,261154,136583,Devon County Council
LOXHORE CROSS DRY,261158,136562,Devon County Council
LOXHORE RAILWAY,261896,136690,Devon County Council
MARTINHOE,265458,148178,Devon County Council
NEW COTTAGES RAILWAY,264267,142184,Devon County Council
NORMAN'S BRAKE C.C.,251338,135449,Devon County Council
PARRACOMBE,266760,144810,Devon County Council
PARRACOMBE LANE RAILWAY,267159,145337,Devon County Council
PERRYMANS,246311,139766,Devon County Council
PILLHEAD MARSH,247486,127151,Devon County Council
PITT HILL,255841,146734,Devon County Council
ROOKSFOOT,268967,140533,Devon County Council
RUSH,249017,135595,Devon County Council
SHORLEIGH,255659,130511,Devon County Council
STONECOMBE,260221,143236,Devon County Council
TRENTISHOE,265279,148241,Devon County Council
WEARLAND,247741,127251,Devon County Council
WEST STOWFORD,253633,142741,Devon County Council
WHITEHALL,253323,137407,Devon County Council
WOODLAND WOOD,262174,126160,Devon County Council
ASHRIDGE,249350,126999,Devon County Council
BICCLESCOMBE GARDENS,251779,146556,Devon County Council
BICCLESCOMBE MILL,251806,146529,Devon County Council
BLAKEWELL MILL,256211,135536,Devon County Council
BLATCHFORD HOUSE,256631,135828,Devon County Council
BLIND ACRE LANE,246828,137169,Devon County Council
BLIND LANE,255784,146530,Devon County Council
BOUNDARY DRAIN,246921,135453,Devon County Council
BRATTON FLEMING STATION,264160,138491,Devon County Council
BREAKNECK,263885,126717,Devon County Council
BRIDGE BALL,274149,146939,Devon County Council
BUGFORD,260038,143002,Devon County Council
BURNSIDE ESTATE,251294,146386,Devon County Council
BUSTLEY,256009,125821,Devon County Council
BUTTON,263758,138731,Devon County Council
BUTTON SLAB,264138,138729,Devon County Council
CAT,253390,147438,Devon County Council
CHALLACOMBE MILL,268124,140283,Devon County Council
CHERRY,271402,147608,Devon County Council
CHURCH PATH SWIMBRIDGE,262025,130022,Devon County Council
COLLABEAR,254595,128530,Devon County Council
COLLARD,259557,135681,Devon County Council
COLLARD RAILWAY,259624,135660,Devon County Council
COMBREW,252650,132377,Devon County Council
CORFFE GREEN,249004,138002,Devon County Council
COTT,260937,138365,Devon County Council
COTTAGE INN,271980,148540,Devon County Council
CROCKERS,255578,138697,Devon County Council
DEANS,248879,137103,Devon County Council
EAST STREET BISHOPS TAWTON,256787,130312,Devon County Council
EMMETT,260768,125657,Devon County Council
FORD,261659,125649,Devon County Council
FULLABROOK,252521,141362,Devon County Council
GLOSTER ROAD,256393,132617,Devon County Council
GORWELL ROAD SUBWAY,257147,133373,Devon County Council
HANNAFORD,260401,129840,Devon County Council
HAWKRIDGE,259459,125336,Devon County Council
ROBOROUGH BRIDGE,251799,141934,Devon County Council
HANNAFORD (HEARSON),260614,129685,Devon County Council
HEDDON MILL,249535,139964,Devon County Council
HIGH STREET LYNMOUTH,272367,149459,Devon County Council
HILLSFORD ARCH,274031,147728,Devon County Council
HILLSIDE,254720,129301,Devon County Council
HISCOTT,255018,126448,Devon County Council
HORDENS MILL RIVER,248592,136401,Devon County Council
HUNNACOTT,260430,130227,Devon County Council
HUNNACOTT STREAM,264859,140171,Devon County Council
KING,256726,137477,Devon County Council
KILN CLOSE RAILWAY,247359,130622,Devon County Council
KILN LANE,259130,145918,Devon County Council
KINGSLEY AVENUE,251939,146339,Devon County Council
LAKE HOUSE,259979,133960,Devon County Council
LANDKEY TOWN,259072,131018,Devon County Council
LANGLEIGH,251135,146963,Devon County Council
LEE MOUTH,269439,149030,Devon County Council
LEE WOOD,253618,137611,Devon County Council
LITTLE COMFORT,251292,140241,Devon County Council
LITTLE FISHERTON,257478,127993,Devon County Council
LONDON INN LANE,259347,145846,Devon County Council
LOWER STERRIDGE,255755,146138,Devon County Council
LOWER STOCKLAND,249917,140092,Devon County Council
LOXHORE MILL,262564,137461,Devon County Council
MAIDENFORD,258252,133175,Devon County Council
MILL ROAD FREMINGTON,251265,132244,Devon County Council
MUDDIFORD,256253,138261,Devon County Council
NEWLAND,259894,130936,Devon County Council
OSBORNE ROAD,251298,147416,Devon County Council
PILLHEAD,247634,127286,Devon County Council
PIPPACOTT (WESTLAKE),252400,136499,Devon County Council
POUND LANE,258700,146295,Devon County Council
PRISTACOTT,254630,126425,Devon County Council
PULLAND FOOTBRIDGE,251870,142115,Devon County Council
QUAY RAILWAY,247308,130394,Devon County Council
RADIO LOCATION,247295,135573,Devon County Council
RUMSAM ROAD RAILWAY,256734,131883,Devon County Council
ST BRANNOCKS PARK,251635,146959,Devon County Council
SMALLCOMBE (SCORESDOWN),273218,147017,Devon County Council
SHALLOWFORD,271369,145067,Devon County Council
SIR ARTHUR'S PILL,247167,135464,Devon County Council
SLADE VALLEY,251310,146285,Devon County Council
SMYTHEN,255468,144825,Devon County Council
SOUTHCOTT MILL,247396,127469,Devon County Council
STEINTY,261947,134897,Devon County Council
STONY,249444,139377,Devon County Council
STONEYARD,250675,139930,Devon County Council
SWANPOOL,247231,136213,Devon County Council
TANNERS,259993,131054,Devon County Council
TEWS LANE,253133,132270,Devon County Council
TREYHILL FOOTBRIDGE,248027,128233,Devon County Council
VELATOR,248556,135718,Devon County Council
VENN,258456,130704,Devon County Council
VICTORIA STREET,256564,132584,Devon County Council
WATERGATE,250339,126760,Devon County Council
WATERY LANE,244506,139164,Devon County Council
WESTGATE,256666,138693,Devon County Council
WET LANE,258744,146231,Devon County Council
WOODLAND,250818,131015,Devon County Council
WRAFTON,249311,135707,Devon County Council
BARBROOK FB,271560,147695,Devon County Council
BONHILL,268597,148293,Unknown
BROADSTRAND STAIRS,256371,147823,Devon County Council
BUSCOMBE,268060,139178,Devon County Council
CLOUD FARM,279349,146737,Devon County Council
HALL'S MILL,255476,134627,Devon County Council
LYNCOMBE,273255,146367,Devon County Council
MAY,272283,149550,Devon County Council
NEW MILL LANE,270135,147124,Devon County Council
ROPE WALK,248833,137003,Devon County Council
SHIRWELL MILL,260855,137826,Devon County Council
SIX ACRE,269597,148741,Unknown
SLADE VALLEY,251294,146588,Devon County Council
SQUIRES FB,258215,126104,Devon County Council
TORS,272567,149341,Devon County Council
VENN QUARRY,258285,130426,Devon County Council
BIDEFORD CEMETARY,245954,126941,Devon County Council
BIDEFORD RAILWAY (STA HILL),245797,126665,Devon County Council
BIDEFORD LONG,245545,126435,Devon County Council
UPCOTT,245320,125222,Devon County Council
RALEIGH 2,245010,127382,Devon County Council
RALEIGH 1,244935,127418,Devon County Council
BIDEFORD STATION FOOTBRIDGE,245720,126367,Devon County Council
SPINDLEWOOD BRIDGE,246769,126828,Devon County Council
JENNETTS RIVER BRIDGE,243296,124767,Devon County Council
LENWOOD BRIDGE,244366,127992,Devon County Council
NORTHAM ROAD BRIDGE,245000,127219,Devon County Council
NUTTABERRY RAILWAY BRIDGE,245609,126099,Devon County Council
TORRINGTON LANE RAILWAY BRIDGE,245667,126244,Devon County Council
TURNERS WOOD BRIDGE,243758,127189,Devon County Council
CHOLCH CULVERT,235725,97857,Devon County Council
CLAWTON MILL,235340,99102,Devon County Council
CLAWTON,235311,99343,Devon County Council
BORDEN CULVERT,235391,100893,Devon County Council
KEEPHILL LAKE CULVERT,235058,102604,Devon County Council
COLESMILL,234516,103433,Devon County Council
WALDON,236854,110407,Devon County Council
HORRELSFORD,238516,111598,Devon County Council
WOODFORD,239877,112517,Devon County Council
TAMARSTONE BRIDGE,228334,105501,Devon County Council
WEEKSTONE BRIDGE,229959,105259,Devon County Council
RYDON BRIDGE,233571,104134,Devon County Council
HOLSWORTHY SCHOOL F.B.,234200,104068,Devon County Council
COLES MILL LEAT,234591,103470,Devon County Council
STADSON BRIDGE,243560,104173,Devon County Council
BLAKEA BRIDGE,244403,104249,Devon County Council
KINGSMOOR BRIDGE,244887,104389,Devon County Council
COOKWORTHY BRIDGE,242525,100809,Devon County Council
HALWILL RAILWAY BRIDGE,243343,100426,Devon County Council
FORD CULVERT,226115,124245,Devon County Council
METTAFORD BRIDGE,228232,124588,Devon County Council
ASHCROFT,232084,121086,Devon County Council
ASHMANSWORTHY,233952,117200,Devon County Council
ASHMILL,239327,95331,Devon County Council
BERRIDON COTTAGE,231848,114079,Devon County Council
BITEFORD,230204,118930,Devon County Council
BLACKPOOL,228239,105646,Devon County Council
BOLDFORD,236434,88269,Devon County Council
BOW,224607,124762,Devon County Council
BRADWORTHY MILL,231868,114014,Devon County Council
BRIDGERULE,227479,102860,Devon County Council
BRIMFORD BRIDGE,228249,117247,Devon County Council
BRIMFORD (MEDDON),228086,117275,Devon County Council
BROADWOOD,241307,88851,Devon County Council
BROOMHILL CANAL,228804,108371,Unknown
BUCKS MILLS,235686,123392,Devon County Council
BURFORD (EAST),230979,122032,Devon County Council
CLAW,237439,100703,Devon County Council
CRANFORD WATER,234094,121343,Devon County Council
DERRIL (WEST),230073,103377,Devon County Council
DERRIL (EAST),230741,103313,Devon County Council
DERRITON,233749,103181,Devon County Council
DEXBEER,229514,108929,Devon County Council
DIPPERMILL,243804,106473,Devon County Council
DOWNACAREY,236825,90539,Devon County Council
DROWNSMILL,240663,87977,Devon County Council
DURY,240075,96594,Devon County Council
FORDA,238858,100776,Devon County Council
FORDMILL,232515,117760,Devon County Council
GAWLISH,225280,126622,Devon County Council
GAWLISH CULVERT,225303,126576,Devon County Council
GRATTON,239398,110445,Devon County Council
GULLIVER,233596,105096,Devon County Council
HALWILL BRIDGE,242027,98478,Devon County Council
HARTLAND MILL (1),224808,124756,Devon County Council
HARTLAND MILL DRY ARCH,224820,124752,Devon County Council
HEDDON COTTAGES,236574,110323,Devon County Council
HENFORD,237362,94749,Devon County Council
NEW HOUSE,234842,110877,Devon County Council
HORSE BRIDGE (SUTCOMBE),234673,110959,Devon County Council
KNAPPS,234093,121804,Devon County Council
LANEMILL,234160,120528,Devon County Council
LITTLEFORD,231985,113429,Devon County Council
LITTLE GULLIVER,233754,104965,Devon County Council
LITTLE REXON,240897,88178,Devon County Council
LOWER HOLE,232851,117869,Devon County Council
LYMEBRIDGE,223638,122753,Devon County Council
MILTON MILL,237719,110291,Devon County Council
MORETON MILL,228341,108472,Devon County Council
OLD POUND,233670,120201,Devon County Council
PATTARD,226136,124957,Devon County Council
PHILHAM WATER,225363,122265,Devon County Council
PLANTATION,229091,118846,Devon County Council
PORTLANE,237902,106833,Devon County Council
PUTFORD BRIDGE,236389,115919,Devon County Council
RATHERTON,233975,101889,Devon County Council
ROSEDOWN,228088,124732,Devon County Council
RUSHYBANK,234895,94947,Devon County Council
SESSACOTT HILL,235823,116594,Devon County Council
SHAMLEY,224636,126773,Devon County Council
SOUTH NEWLAND,230222,111903,Devon County Council
SPITTLE PIPE,231873,114967,Devon County Council
SPORTS POOL,230141,120283,Devon County Council
STONEFORD,232991,112156,Devon County Council
STONEY BRIDGE,234102,95914,Devon County Council
STRAWBERRY BANK,238874,110634,Devon County Council
STRAWBERRY WATER,221710,118522,Devon County Council
SWEETYBIRD,229798,120001,Devon County Council
THORNBURY MILL,240241,109366,Devon County Council
TRUNDLE COTTAGE NORTH,235628,123450,Devon County Council
VENN,232994,120157,Devon County Council
WATERLOO,234724,104194,Devon County Council
WEST WONFORD,237438,110229,Devon County Council
ALLINS LANE,241100,107030,Devon County Council
BABINGTON,233803,106636,Devon County Council
BASONCLOSE,241230,108007,Devon County Council
BLACK TORRINGTON,246246,105707,Devon County Council
BORDEN,240207,106712,Devon County Council
BOVACOTT,242170,105101,Devon County Council
BRENDON CANAL,229402,107256,Unknown
BRIDGE FARM LANE,247643,105771,Devon County Council
BRAUNDSWORTHY,243646,105383,Devon County Council
BUNEHAM,223204,119735,Devon County Council
BURFORD (SOUTH),230520,121616,Devon County Council
CHILSWORTHY LANE,233037,106872,Devon County Council
CHURCH LANE,228098,102958,Devon County Council
CLAWTON,235206,99283,Devon County Council
CLIFFORD MILL,230439,121039,Devon County Council
COHAM,245448,105655,Devon County Council
COOKBURY MILL,240948,105926,Devon County Council
COOKBURY WICK,238714,105130,Devon County Council
COOKWOOD,225003,123878,Devon County Council
CRANHAM MILL,222226,119003,Devon County Council
CRIPPLE,243883,106384,Devon County Council
CROWFORD,228698,99421,Devon County Council
DIPPLE,234948,117770,Devon County Council
DOCTON MILL,223435,122766,Devon County Council
DRUXTON,234448,88336,Devon County Council
DUALSTONE CROSS,230125,100571,Devon County Council
DUX (RIVER),229590,102746,Devon County Council
FARFORD,226958,123466,Devon County Council
FORDA,237638,107595,Devon County Council
FORDA MILL,232562,99751,Devon County Council
FOXHOLE,241839,97578,Devon County Council
GARDEN CLOSE,238460,114148,Devon County Council
HALSES,239073,109593,Devon County Council
HALWILL MILL,242305,98453,Devon County Council
HALWILL RECTORY,242935,99138,Devon County Council
HARTLAND ABBEY BRIDGE,223794,124917,Devon County Council
HAYNE,237274,102517,Devon County Council
CHOLLATON CROSS,238408,114184,Devon County Council
HEADON,230981,107297,Devon County Council
HENSCOTT,241515,108043,Devon County Council
HENSCOTT MILL LEAT,241420,107914,Devon County Council
HIGHER CLAW,238963,102406,Devon County Council
HOLLACOMBE HILL,237413,103262,Devon County Council
HOLLACOMBE RAILWAY,237852,103121,Devon County Council
HOLLOWFORD,228937,123337,Devon County Council
HORSE (NEW) BRIDGE,242038,98441,Devon County Council
HORTON BRIDGE,229936,118309,Devon County Council
KINGSMOOR (B.TORRINGTON),244667,104705,Devon County Council
LANA (TETCOTT),234472,96286,Devon County Council
LOVERS LAKE,234241,111029,Devon County Council
LYMEBRIDGE MILL LEAT,223644,122758,Devon County Council
MATCOTT,236468,111433,Devon County Council
METTAFORD,228289,124184,Devon County Council
MIDDLEBRIDGE,237113,92623,Devon County Council
NORTH PARK,243972,102462,Devon County Council
NORTHWOOD,232704,96926,Devon County Council
PAINTWATER,225202,121428,Devon County Council
PLEADEMEAD,234382,119861,Devon County Council
PUCKLAND CANAL,228881,108242,Unknown
PUTSHOLE WOOD,223224,118973,Devon County Council
RECTORY,230271,102071,Devon County Council
RYDON RAILWAY,232895,103554,Devon County Council
SHEPHERDS LAKE EAST,233253,102611,Devon County Council
SHEPHERDS LAKE WEST,233243,102615,Devon County Council
SOUTHLANE,234483,112616,Devon County Council
SUTCOMBEMILL,234746,111110,Devon County Council
TOWERHILL,236974,90412,Devon County Council
UPCOTT,238625,105207,Devon County Council
VENN,237808,96658,Devon County Council
VINESMOOR,225279,121331,Devon County Council
VIRWORTHY,229736,110271,Devon County Council
WARRIORS BRIDGE,223881,122598,Devon County Council
WATERGAP,222263,118913,Devon County Council
WATERLAND,232616,113252,Devon County Council
WEST CHILLA,244205,102023,Devon County Council
WEST CROFT IRISH + FOOTBRIDGE,243919,98737,Devon County Council
WINSCOTT,233868,101402,Devon County Council
WITHYPOOL,239212,109847,Devon County Council
BRENDON RAILWAY,242494,99769,Unknown
CRAYTHORN,245467,101909,Devon County Council
WALDON FB,236471,110641,Devon County Council
BISH MILL CULVERT,274092,125298,Devon County Council
BISH MILL,274034,125327,Devon County Council
MOLE FLOOD ARCH (EAST),272318,125776,Devon County Council
MOLE,272265,125783,Devon County Council
MOLE FLOOD ARCH (WEST),272237,125792,Devon County Council
DYERS,270358,127333,Devon County Council
EAST CLATWORTHY,268469,127767,Devon County Council
WEST CLATWORTHY,267948,127767,Devon County Council
FILLEIGH,267523,127786,Devon County Council
FILLEIGH CULVERT,267440,127822,Devon County Council
WHITE,267341,127869,Devon County Council
NEW BRIDGE WITHERIDGE,279658,114910,Devon County Council
NEW BRIDGE FLOOD ARCH 1,279615,114935,Devon County Council
NEW BRIDGE FLOOD ARCH 2,279556,114968,Devon County Council
WEST YEO,278585,116709,Devon County Council
STONY HILL PLANTATION C/C,275508,120216,Devon County Council
LONGHILL PLANTATION C/C,274910,120226,Devon County Council
ODAM,274205,120596,Devon County Council
OXHAM SCHOOL,273658,121044,Devon County Council
ALSWEAR MILL,272471,122229,Devon County Council
CROOKED OAK,272471,122277,Devon County Council
NEW BRIDGE ALSWEAR,272470,122567,Devon County Council
TRICKS CULVERT,272739,123649,Devon County Council
GREAT HELE BARTON CULVERT,272433,124726,Devon County Council
DART,266904,113710,Devon County Council
COLLETON BARTON,266725,114308,Devon County Council
COLLETON MILL,266512,115721,Devon County Council
NEWNHAM,266038,117316,Devon County Council
KINGFORD,262359,119202,Devon County Council
FISHLEIGH,258536,124843,Devon County Council
OLD BELL BOTTOM,285624,118506,Devon County Council
WORTHY,284341,119502,Devon County Council
WATERLOO,282834,120067,Devon County Council
LITTLE ASHMOOR,280793,121167,Devon County Council
ASH MILL,278366,123384,Devon County Council
ASH MILL CULVERT,278224,123444,Devon County Council
MOCKHAM CATTLE CREEP,267861,135832,Devon County Council
MOCKHAM CULVERT,268174,135421,Devon County Council
NEWTOWN,269336,132301,Devon County Council
COOMBE FARM CATTLE CREEP,270148,128926,Devon County Council
CLAPWORTHY MILL STREAM,267545,124060,Devon County Council
CLAPWORTHY MILL RIVER,267483,124037,Devon County Council
WATERTOWN,266587,121643,Devon County Council
ARSHATON WOOD CULVERT,265991,120980,Devon County Council
LAKE BRIDGE (HEAD MILLS),266611,118318,Devon County Council
HEAD,266745,118260,Devon County Council
NEWNHAM BARTON,266305,117466,Devon County Council
KINGSLAND,269903,125789,Devon County Council
BRAY,267532,125664,Devon County Council
UMBERLEIGH,260785,123701,Devon County Council
LANGRIDGEFORD,257148,122371,Devon County Council
ALSWEAR GREAT,272319,122196,Devon County Council
ALSWEAR GREAT FLOOD ARCH,272334,122195,Devon County Council
ALSWEAR MILL LEAT,272388,122160,Devon County Council
ALSWEAR VILLAGE FLOOD ARCH,272368,122176,Devon County Council
BALL BOTTOM,278192,130590,Devon County Council
BEERE FARM,282574,126882,Devon County Council
BOTTOM HILL HEAD CHITTLEHAMPTN,263769,125553,Devon County Council
BOURNE,276411,117999,Devon County Council
BRADFORD,282167,116410,Devon County Council
BRAYFORD,268787,134732,Devon County Council
BULLS MARSH,272351,122094,Devon County Council
BULWORTHY,286675,118243,Devon County Council
CATHAM,267667,118580,Devon County Council
CHULMLEIGH,269058,113702,Devon County Council
CHURCH,284696,127157,Devon County Council
COLLETON,266370,115639,Devon County Council
CREACOMBE,281723,119230,Devon County Council
CUCKOO MILL,278821,120941,Devon County Council
DENERIDGE,276771,110108,Devon County Council
DENERIDGE CULVERT,276739,110136,Devon County Council
DEPTFORD,262705,124779,Devon County Council
DRAYFORD,278097,113739,Devon County Council
DUCKSLAKE,263859,129998,Devon County Council
EDGELAKE,277386,113406,Devon County Council
FILLEIGH MILL,267512,127935,Unknown
FISHLEIGH BARTON,258491,124813,Devon County Council
GEORGE NYMPTON RECTORY,270208,122993,Devon County Council
HAM,269266,117995,Devon County Council
HAM COTTAGE,269161,118033,Devon County Council
HANSFORD,265898,115659,Devon County Council
HOLE,281209,115023,Devon County Council
HOLEWATER,270188,135118,Devon County Council
HUNTACOTT,269887,114322,Devon County Council
HUXFORD,269281,119980,Devon County Council
KERSHAM,266201,113548,Devon County Council
KINGFORD,262387,119244,Devon County Council
KNOWSTONE OUTER MOOR,283913,121343,Devon County Council
LEAT,282626,116679,Devon County Council
LEIGH,272465,113015,Devon County Council
LEIGH FLOOD ARCH,272485,113017,Devon County Council
LEIGH LEAT,272398,113005,Devon County Council
LEIGH STREAM,272319,112971,Devon County Council
LITTLE BRAYFORD,268640,134743,Devon County Council
LITTLE HANSFORD,266224,115622,Devon County Council
LOWER WILLINGFORD,281890,132133,Devon County Council
MEETHE,267559,122980,Devon County Council
NORTH MOLTON MILL,274358,129843,Devon County Council
OAKFORD,272964,129886,Devon County Council
ROUTLEY,268560,122980,Devon County Council
SLADE,285749,130091,Devon County Council
STONY,271762,129904,Devon County Council
TOUTS,278919,126523,Devon County Council
TOWN MOOR,277217,114780,Devon County Council
WADE,279012,126631,Devon County Council
WAMPFORD,269695,122508,Devon County Council
WAMPFORD MILL,269705,122379,Devon County Council
WESTLAND,276268,130468,Devon County Council
WITHERIDGE MILL,280035,115126,Devon County Council
WICAFORD,276395,123047,Devon County Council
WOODA,268072,118731,Devon County Council
YEO MILL (S),284247,126382,Devon County Council
